"dates","titles","paragraphs"
"2017-08-22","코스피, 기관 '사자'에 2360선 상승 마감…셀트리온 강세","277억원을 팔았다. 프로그램으로는 724억원어치 물량이 시장에 쏟아졌다.  업종별로는 의약품 증권 통신업 화학 보험 기계 은행 전기전자 금융업 운수창고 제조업 등이 상승했다. 종이목재 건설업은 소폭 내렸다.  시가총액 상위 종목에서는 삼성바이오로직스 LG화학 SK하이닉스 삼성생명 신한지주 SK텔레콤 삼성전자 포스코 등이 올랐다. 네이버 삼성물산 한국전력 현대차 현대모비스 등은 떨어졌다.  삼성바이오로직스는 일본 다케다 제약과 바이오 신약 개발을 진행한다는 소식에 4.19%"
"2017-08-22","특검, 문형표·홍완선 2심에 '청와대 캐비닛 문건' 증거로 제출","검찰 수사 경과에 따라 추가 제출 가능성…법원, 10월 17일 2심 마무리  삼성물산·제일모직 합병에 부당 개입한 혐의로 1심에서 실형을 선고받은 문형표 전 보건복지부 장관과 홍완선 전 국민연금관리공단 ... 민정수석실 최 전 행정관을 증인으로 신청했고, 재판부는 이를 받아들였다.  이 전 행정관은 지난달 25일 이재용 삼성전자 부회장 재판에서 이미 증언한 바 있어 문 전 장관 등의 재판에는 부르지 않기로 했다.  이 밖에도 특검팀은 검찰"
"2017-08-22","코스피, 사흘 만에 상승세…기관 매수에 2360선 회복","증권 운수창고 화학 유통업 통신업 보험 기계 섬유의복 금융업 등도 상승 중이다. 운송장비 전기가스업 종이목재 등은 소폭 떨어지고 있다.  시가총액 상위 종목에서는 삼성바이오로직스 LG화학 삼성생명 SK텔레콤 SK하이닉스 신한지주 등은 오름세다. 네이버 현대차 현대모비스 한국전력 포스코 삼성물산 등은 하락세다.  삼성바이오로직스는 일본 다케다 제약과 바이오 신약 개발을 진행한다는 소식에 3.8% 상승 중이다. 현대상선은 세계 최대 자산운용사 블랙록으로부터"
"2017-08-22","코스피, 외국인·기관 '사자'에 2360선 상승세…의약품·운수창고↑","물량이 유입되는 중이다.  대부분의 업종이 오름세다. 의약품 운수창고가 2% 넘게 오르고 있고 의료정밀 증권 유통업 통신업 보험 기계 섬유의복 금융업 등도 상승 중이다. 종이목재는 소폭 떨어지고 있다.  시가총액 상위 종목에서는 삼성생명 신한지주 삼성전자 SK 삼성물산 한국전력 등이 오르고 있다. 현대모비스 네이버 등은 소폭 내림세다. 현대차 포스코 KB금융은 보합권이다.  삼성바이오로직스는 일본 다케다 제약과 바이오 신약 개발을 진행한다는 소식에 3% 상승 중이다."
"2017-08-21","[취업에 강한 신문 한경 JOB] ""은행이 원하는 신입? 소통 능력 뛰어나고, 꾸밈없는 인재 뽑죠""","말했다. 지난 2월 서울여대를 졸업한 뒤 올 하반기부터 금융권 입사에 도전한다는 이주연 씨(24)도 “말하는 속도나 톤 등을 두고 차근차근 코치받을 수 있어 좋았다”고 했다.  오후 3시45분부터는 롯데백화점과 삼성물산에서 각각 남녀 면접 복장의 팁을 두고 강연했다. 깔끔하게 재킷을 입는 법이나 넥타이·행커치프를 보기 좋게 연출하는 방법 등이 소개됐다.  하반기 1400명 채용 예상  올 하반기에는 6대 은행에서 모두 1400명"
"2017-08-21","코스피, 2350선 하락 마감…대내외 정치적 불확실성 부각","나왔다.  업종별로는 비금속광물 보험 유통업 기계 증권 등이 1% 내렸다. 건설업 운수창고 금융업 은행 섬유의복 서비스업 종이목재 등도 하락했다. 철강금속 운송장비 제조업 전기전자 의약품 등은 상승했다.  시가총액 상위 종목에서는 삼성생명 신한지주 삼성전자 SK 삼성물산 한국전력 네이버 등이 떨어졌다. 포스코 현대차 현대모비스 SK하이닉스 등은 올랐다.  항공주가 국제유가 급등 소식에 일제히 하락했다. 국제유가가 오르면 유류비 부담이 커지는 탓이다. 대한항공이 3.37%,"
"2017-08-21","코스피, 2350선 턱걸이…보험·유통업 1% ↓","프로그램으로는 670억원의 매도물량이 나오고 있다.  업종별로는 보험 운수창고 유통업 증권 등이 1% 내림세다. 기계 건설업 의료정밀 금융업 등도 하락 중이다. 철강금속 의약품 통신업 제조업 등은 소폭 오름세다.  시가총액 상위 종목에서는 삼성생명 신한지주 삼성전자 SK 삼성물산 한국전력 네이버 등이 떨어지고 있다. 포스코 현대모비스 SK하이닉스 LG화학 등은 소폭 오름세다.  항공주가 국제유가 급등 소식에 일제히 하락세를 보이고 있다. 국제유가가 오르면 유류비 부담이"
"2017-08-21","코스피, 상승출발 후 2350선에서 내림세… 외국인·기관 '팔자'","있다. 프로그램으로는 138억원의 매도물량이 나오고 있다.  업종별로는 화학 종이목재 의약품 운송장비 음식료품 등이 오름세다. 섬유의복 제조업 금융업 기계 은행 철강금속 등은 내리는 중이다.  시가총액 상위 종목에서는 SK텔레콤 SK 삼성물산 한국전력 네이버 등이 떨어지고 있다. 포스코 현대모비스 KB금융 현대차 LG화학 신한지주 삼성전자 등은 소폭 오름세다.  한화테크윈이 K-9 자주포 사고 소식에 약세를 나타내고 있다. LG전자는 외국인 매수에 1%대 상승세다.  코스닥지수는"
"2017-08-20","직접증거 없는 '박근혜-이재용 독대'… 재판부 '청탁 유무' 판단이 명운 가른다","‘세기의 재판’이 정점을 향해 달려가고 있다. 이재용 삼성전자 부회장 등 삼성그룹 주요 경영진의 뇌물 공여 혐의에 대한 1심 선고 공판이 이번주 금요일(25일) 열린다. 2월28일 재판이 시작된 지 178일 ... 면담에서 부정한 청탁을 했다고 본다. 삼성이 최씨를 지원하고, 최씨는 박 전 대통령에게 부탁하고, 박 전 대통령은 삼성의 ‘승계 작업’을 돕고자 삼성물산과 제일모직 합병 과정에 부당하게 개입하도록 실무진에게 지시했다는"
"2017-08-20","선고 앞두고 ""이재용 유죄"" 압박하는 시민단체","상당수 기업인은 이재용 삼성전자 부회장의 뇌물죄 혐의에 대한 재판이 법리 논리에 좌우되지 않고 여론 재판으로 흐를 가능성을 우려하고 있다. 시민단체나 정치인뿐 아니라 청와대까지 나서서 삼성에 불리한 여론을 조성하고 있다는 지적이 ... 될까’라는 주제로 토론회를 공동 개최했다. 1심 선고를 불과 9일 앞둔 민감한 시점이었다.  토론회 참석자들은 삼성물산과 제일모직 합병으로 이 부회장이 개인적인 이득을 취하지 않았고 국민연금이 손해를 보지도 않았으며 합병은 경영권"
"2017-08-20","[시티스케이프 코리아 2017] 첨단자족도시 사업에 베네수엘라·중국 관심… 신도시 상담 3000건 진행","‘시티스케이프 코리아’는 2015년 인천 송도컨벤션센터와 지난해 경기 고양시 킨텍스에 이어 올해 서울 삼성동 코엑스에서 개최됐다. 첫 회부터 국내 최초의 국제 규모 부동산 박람회라는 점에서 이목을 끌었다. 올해는 접근성이 ... 높았다”며 “생각보다 많은 사람이 몰려 사업지를 제대로 홍보하게 됐다”고 말했다.  삼성물산이 선보일 서울 개포동 ‘래미안 강남 포레스트’의 상담 건수만 1000건이 넘었다. 부동산 대책"
"2017-08-19","[시티스케이프 코리아 2017] 인천도시공사, 검단신도시 미단시티 상담 최대 3000건","인천도시공사가 서울 삼성동 코엑스에서 열린 ‘시티스케이프 코리아 2017’ 박람회에서 최대 3000건의 상담을 진행했다고 19일 밝혔다. 하루에 최소 500명, 많게는 1000명 넘는 방문객이 몰려 상담을 ... 2필지(AA14블록, AA12-2블록)가 공급된다. 일반에 분양하는 물량은 2019년에 나올 예정이다. 현대산업개발, 삼성물산, 포스코건설, 대우건설 등 대형 건설사와 주요 신탁사들이 관심을 표하고 설명을 경청했다. 김기영 인천도시공사 판매기획팀"
"2017-08-18","[한경 미디어 뉴스룸-한경BUSINESS] 아시아를 넘어 유럽·미국으로… 세계로 가는 K패션","하고 있다. 최근에는 패션의 성지인 프랑스 파리와 미국 뉴욕에까지 당당하게 입성했다. 120년 역사의 유수 백화점 ‘라파예트’의 러브콜을 받거나 현지에서 팝업스토어를 여는 등 다양한 방식으로 저변을 확대 중이다.  삼성물산 패션부문은 해외 진출에 적극적인 곳이다. 삼성물산 패션부문은 남성복 브랜드 준지(JUUN.J)로 파리를 공략하고 여성복 브랜드 구호(KUHO)로 뉴욕 진출에 성공했다. 구호는 2016년 9월 뉴욕에 첫 입성해 노드스트롬, 레인크로러드,"
"2017-08-18","코스피, 기관 '팔자'에 나흘만에 하락 마감…코스닥은 상승","철강금속(-0.70%), 보험(-0.69%), 전기전자(-0.16%) 등은 내렸다.  '대장주' 삼성전자가 0.30% 하락한 234만5천원에 장을 마쳤고 SK하이닉스는 0.90% 오른 6만7천원으로 나흘째 상승세를 ... 현대모비스(0.41%), 현대차(0.35%) 등은 강세를 보였고 신한지주(-1.33%), POSCO(-0.90%), 삼성물산(-0.74%) 등은 약세였다.  약세로 출발한 코스닥은 장중 강세로 전환해 전날보다 1.47포인트(0.23%) 오른"
"2017-08-18","코스피, 나흘만에 '뒷걸음'…대내외 악재에 2360 방어 실패","우위였다.  섬유의복 종이목재 철강금속 전기전자 운수장비 유통업 건설업 등이 하락했다. 통신업은 1%넘게 떨어졌다. 과학기술정보통신부가 선택약정 할인율 25% 인상 방침을 유지한다는 소식이 전해졌기 때문이다.  시가총액 상위 종목 가운데 삼성전자가 소폭 하락하며 234만5000원에 마감했다. 포스코 삼성물산 KB금융 SK도 하락했다. 신한지주 삼성생명 SK텔레콤은 1%대 약세였다.  SK하이닉스 삼성전자우 현대차 네이버 현대모비스는 올랐다. 한국전력 LG화학은 1% 넘게 상승했다."
"2017-08-18","코스피, 장중 2360선 터치…코스닥은 상승 전환","비금속광물 기계가 1~2%대 상승중이다. 음식료업 종이목재 화학 의약품 전기전자가 오름세다.  시가총액 상위 종목 가운데 삼성전자 현대차 LG화학 현대모비스가 오르고 있다. SK하이닉스 한국전력은 1% 넘게 상승세다.  포스코 삼성물산 KB금융은 하락중이다. 신한지주 삼성생명 SK텔레콤은 1~2% 약세다.  코스닥지수는 상승 전환했다. 전날보다 1.5포인트(0.23%) 상승한 643.61에 거래되고 있다.  외국인이 150억원 순매수중이다. 개인 기관은 각각"
"2017-08-18","코스피, 낙폭 축소하며 2350선 진입…통신 약세","하락중이다. 통신업은 2% 넘는 약세다. 과학기술정보통신부가 선택약정 할인율 25% 인상 방침을 유지하겠다는 입장을 밝혔기 때문이다.  통신3사인 SK텔레콤과 KT LG유플러스는 1~2% 하락중이다.  시가총액 상위 종목은 하락이 우위다. 삼성전자 포스코 신한지주 KB금융이 내림세다. 삼성물산 삼성생명은 1% 넘게 빠지고 있다. 반면 SK하이닉스 현대차 한국전력 네이버 LG화학은 상승중이다.  코스닥지수는 약보합 거래중이다. 전날보다 0.07포인트(0.01%) 내린 642.04에"
"2017-08-18","코스피, 대외 악재 몰리며 '투심 위축'…2340선 후퇴","우위다. 프로그램으로는 차익 비차익 모두 순매도로 전체 97억원어치의 자금이 빠져나가고 있다.  비금속광물을 제외한 전 업종이 하락세다.철강금속 의료정밀 운수창고 통신업 증권 등이 1% 내림세다.  시가총액 상위 종목도 하락이 우위다. 삼성전자 SK하이닉스 삼성전자우 포스코 삼성물산 삼성생명 SK텔레콤이 1~2% 약세다.  현대차 한국전력 현대모비스는 소폭 상승세다.  코스닥지수는 3.18포인트(0.5%) 내린 638.93을 기록중이다.  외국인 기관이 각각 2억원"
"2017-08-17","삼성물산 운영 3개 골프장 추석 연휴 그린피 할인","삼성물산이 운영하는 가평·안성베네스트GC, 글렌로스GC 등 3개 골프장이 그린피를 최고 50%까지 깎아주는 ‘추석연휴맞이 얼리버드 프로모션’을 진행한다.  추석 연휴 기간인 9월30일~10월9일 ... 많은 할인효과를 누리는 기간은 10월3~9일 라운드를 예약할 경우다. 오는 31일까지 예약하면 카트료를 절반만 받는다. 그린피도 최대 50% 싸게 즐길 수 있다. 골프삼성 홈페이지와 모바일 앱(응용프로그램)에서 확인할 수 있다."
"2017-08-17","롯데그룹 4개 계열사, 배당성향 두 배 이상 확대","찬성하는 게 타당하다”고 덧붙였다.  ISS는 모건스탠리캐피털인터내셔널(MSCI) 자회사로 각국 기업의 주주총회 안건을 분석해 1700여 개 기관투자가에 의사 결정 방향을 제안하는 세계적인 의결권 자문사다. ISS가 반대하면 국민연금 등 기관투자가가 지주사 전환에 찬성하는 것에 큰 부담을 느낄 수밖에 없다. 삼성물산과 제일모직 합병 때 ISS는 삼성물산 주주들이 반대해야 한다고 밝히기도 했다.  류시훈 기자 bada@hankyung.com"
"2017-08-17","[분양 포커스] 가을 분양시장 알짜상품 노려볼까?","올 가을 전국 알짜 입지에 아파트, 오피스텔 등 신규 분양 소식이 들려온다.  삼성물산은 9월 서대문구 남가좌동 175일원(가재울 뉴타운 5구역)에 '래미안 DMC 루센티아'를 공급한다. 전용 59~114㎡, 25층, 11개 동, 총 997가구로 조성되며 이중 517가구가 일반에 분양된다. 단지는 인근에 어린이집유치원초중고교명지대학교 인문캠퍼스가 인접해 있어 교육환경이 좋고, 경의중앙선 가좌역, 6호선공항철도경의중앙선을 이용할 수 있는"
"2017-08-17","코스피, 외국인 귀환 속 2360선 돌파…코스닥 640선 회복","있다. 의료정밀도 3% 넘게 오르고 있으며 전기전자 유통업 전기가스업 건설업 종이목재 화학도 상승세다.  의약품 비금속광물 운수장비 통신업 금융업 등은 하락세다.  시가총액 상위 종목 가운데 삼성전자가 2% 강세를 보이며 236만원대를 회복했다. SK하이닉스 삼성전자우 한국전력도 오르고 있다. 포스코는 4% 강세다.  반면 현대차 네이버 삼성물산 신한지주 LG화학 현대모비스 KB금융 SK텔레콤 SK는 하락세다.  같은시간 코스닥지수는 4거래일만에 640선을"
"2017-08-17","사흘째 달리는 코스피…개인·외인 '사자'에 2350선 회복","철강금속 기계 전기전자 의료정밀이 1~2% 상승중이다. 반면 음식료업 섬유의복 종이목재 화학 의약품 등은 내림세다.  대장주 삼성전자가 1% 넘게 오르며 234만원대를 회복했다. SK하이닉스 삼성전자우 포스코도 1~2% 오름세다.  반면 현대차 네이버 현대모비스 SK텔레콤이 1% 넘게 떨어지고 있다. 한국전력 삼성물산 신한지주 삼성생명 KB금융도 내림세다.  동아에스티는 경영진 횡령 혐의에 12% 급락중이다.  코스닥지수도 상승중이다. 전날보다"
"2017-08-16","코엑스 D홀이 메인, E홀선 재테크 강좌","LH(한국토지주택공사) 같은 공공기관의 주요 사업 등을 설명하는 자리도 마련한다.  행사장은 서울지하철 2호선 삼성역 인근 코엑스 D·E홀이다. D홀은 메인 전시관으로 해외 업체인 중자기재국제상무그룹유한공사 JG그룹 ... 부스를 만날 수 있다. 또 LH 인천도시공사 서울주택도시공사 전라남도 등 공공기관 부스를 설치한다. 포스코건설 삼성물산 알비디케이 등 국내 건설·시행사의 주요 사업지도 소개한다.  E홀에서는 ‘아시아부동산서"
"2017-08-16","강남 재건축, 분양일정 줄줄이 미뤄… 분양가 내려가나","‘개포시영’을 재건축한 ‘래미안 강남 포레스트’(조감도 왼쪽)는 당초 이달 말 분양할 계획이었으나 다음달 초로 분양 일정이 연기될 것으로 보인다. 이르면 다음달 초 모델하우스를 열 예정이다.  삼성물산 분양 담당자는 “인허가 과정에 불가피한 사정이 있어 일정이 조금씩 늦어졌다며 최대한 차질이 없도록 조정 중”이라고 말했다. 일반분양 물량은 208가구다. 분양가는 3.3㎡(평)당 4000만원 중반대에서 조합"
"2017-08-16","코스피 이틀째 상승…개인 '사자'에 2,348.26 마감","), 제조업(0.85%) 등이 강세였고 철강금속(-1.60%), 화학(-0.66%), 운송장비(-0.66%) 등은 내렸다.  '대장주' 삼성전자는 전 거래일보다 2.80% 오른 231만3천원에 거래를 마쳐 230만원대를 회복했다.  SK하이닉스(1.38%), 삼성물산(1.13%), NAVER(0.90%), 삼성생명(0.83%), 한국전력(0.80%) 등이 올랐다.  POSCO(-2.62%), 신한지주(-1.31%)는 약세였다.  '살충제"
"2017-08-16","코스피, 이틀째 올라…IT주 반등에 2340선 회복","등이 1~2% 올랐다. 반면 섬유의복 철강금속 운수장비 건설업 통신업 등은 하락했다.  시가총액 상위 종목들은 상승이 우위였다. IT업종 대표주인 삼성전자와 SK하이닉스는 1~2% 상승했다. 삼성전자는 2.67% 오르며 231만원을 회복했고 SK하이닉스는 1.54% 올라 6만6100원에 장을 마쳤다. 삼성전자우는 3.94% 강세였다.  한국전력 네이버 삼성물산이 1% 넘게 올랐다. LG화학 삼성생명 KB금융 SK도 소폭 상승했다.  반면 포스코 현대모비스가"
"2017-08-16","[주.식.자.금BEST] “주가하락으로 인한 담보부족! 미리 대비하세요!!”","미수/신용 사용 계좌는 보유주식 매도 없이 저금리 상품으로 당일 상품 신청이 가능하다. 또한 별도의 서류나 방문 없이 전화 한 통으로 쉽고 간단하게 주식투자자금을 확보 할 수 있으며 저금리·최상의 상품으로 고객들에게 투자기회를 제공하고 있다.  ◈ 금일 HOT 종목  한화테크윈, 코아로직, 다원시스, 한일단조, 윌비스, 태원물산, 파루, 삼성물산, 바른전자, 손오공  [본 글은 투자 참고용으로, 한국경제신문 의견과 다를 수 있습니다.]"
"2017-08-16","코스피, 상승폭 반납 후 2340선 안착…개인 홀로 '사자'","강세를 나타내고 있고 종이목재 증권주가 1% 안팎으로 오름세다. 철강금속 운수장비 건설업 금융업 등은 내림세다.  시가총액 상위 종목은 상승이 우위다. 삼성전자가 3% 가까이 오르며 231만원대로 올라섰고 SK하이닉스는 2% 넘게 오르고 있다. 네이버 KB금융은 1%대 상승중이고 현대차 한국전력 삼성물산 LG화학 삼성생명도 오름세다.  반면 포스코 현대모비스는 2% 약세다. 신한지주도 소폭 하락중이다.  코스닥지수도 오름세다. 전날보다 6.23포인트(0.99%)"
"2017-08-16","""이재용 '합병 이득·경영승계 없었다' 주장 설득력 없어""","참여연대 토론회서 회계사·변호사들 삼성 변론요지 반박  이재용 삼성전자 부회장 뇌물공여 사건의 1심 선고(25일)를 앞두고 시민단체 경제개혁연대·참여연대와 민주사회를 위한 변호사모임이 16일 삼성 측 변론에 ... 주장했다.  홍 위원은 '주가에 따라 결정된 합병 비율은 공정했으며, 국민연금 반대로 합병이 무산됐다면 삼성물산이 손해를 입었을 것'이라는 삼성 측 주장에 대해서는 ""합병 비율은 단기적 주가 상승이 아니라 회사"
"2017-08-16","코스피, 2350선 훌쩍…삼성·SK하이닉스 '강세'","차익 순매도 비차익 순매수로 전체 465억원 매수 우위다.  섬유의복 화학 등을 제외하고 대부분의 업종이 상승세다. 기계 전기전자 의료정밀 증권업종은 1~2% 오름세다.  시가총액 상위 종목은 상승이 우위다. IT업종 대표주인 삼성전자 SK하이닉스가 2% 강세를 나타내고 있다. 삼성전자우는 3% 넘게 오르고 있다. 한국전력 신한지주 삼성물산 LG화학 KB금융 SK는 1% 넘게 상승중이다.  반면 현대차 포스코 현대모비스는 1% 넘게 하락중이다.  종목별로 한국항공우주는"
"2017-08-15","[시티스케이프 코리아 2017] '래미안 강남 포레스트', 명문학군·에코브릿지 자랑","삼성물산이 공급하는 ‘래미안 강남포레스트’와 ‘래미안 DMC 루센티아’가 17일부터 3일간 열리는 ‘시티스케이프 코리아 2017’에서 투자자들에게 선보인다.  ‘래미안 강남 포레스트’는 서울 개포동 개포시영아파트를 재건축한 단지다. 지하 3층~지상 35층, 31개 동, 전용면적 59~136㎡로 2296가구 중 208가구가 일반분양된다.  이 단지는 강남에서도 손꼽히는"
"2017-08-14","'재계 저승사자'가 뜬다… 공정위, 기업집단국 신설","상당의 전례없는 대규모 과징금을 부과하는 등 무소불위의 칼을 휘둘렀다.  기업집단국은 앞으로 대기업 일감 몰아주기를 집중적으로 파헤칠 것으로 알려졌다. 공정위는 이미 지난 3월 일감 몰아주기 감시 대상 업체 225곳을 공개했다. 여기엔 삼성물산, 현대오토에버, SK D&D, 지주사인 (주)LG 등 4대 그룹 계열사가 대거 포함됐다.  공정위가 일감 몰아주기로 CJ, 한진 등을 제재한 적은 있지만 아직까지 4대 그룹을 조사한 적은 없다. 공정위는 지난달에는 대기업집단인"
"2017-08-14","기관 '사자' 덕에 2330선 지키는 코스피…SK하이닉스 4%↑","있다. 음식료업 화학 의약품 철강금속 운수장비 금융업이 오르고 있다. 전기전자 운수창고 의료정밀은 1% 안팎으로 오름세다. 반면 섬유의복 기계 비금속광물 전기가스업 건설업은 하락세다.  시가총액 상위 종목은 상승이 우위다. 삼성전자가 상승중이고 SK하이닉스는 4% 강세다. 현대차 포스코 삼성물산 삼성생명 KB금융 SK텔레콤 등도 1~2% 오르고 있다.  반면 한국전력 네이버 현대모비스는 1% 안팎으로 하락중이다.  코스닥지수도 오름세다. 전날보다 2.18포인트(0.35%)"
"2017-08-14","코스피, 미국 훈풍·기관 '사자'에 상승 출발… 2330선 탈환","기계(-0.78%), 건설업(-0.63%), 유통업(-0.50%) 등은 약세를 나타내고 있다.  '대장주' 삼성전자는 0.76% 상승한 224만8천원으로 반등하고 있다.  시가총액 상위주 가운데는 삼성생명(2.97%)을 비롯해 ... 현대차(2.11%)의 오름폭이 크다.  한국전력(-0.23%), 현대모비스(-0.20%)는 약세, NAVER, 삼성물산은 보합세다.  최근 연일 하락하던 경협주는 북한 리스크가 소강 상태에 접어든 영향으로 동반 반등했다.  개성공단"
"2017-08-14","코스피, 5거래일만에 상승…장중 2340선 탈환","프로그램으로는 차익 순매도 비차익 순매수로 전체 186억원 매수 우위다.  섬유의복 통신업 등을 제외하고 대부분의 업종이 오르고 있다. 의약품 전기전자 의료정밀 운수창고는 1% 넘게 상승중이다.  시가총액 상위 종목들도 상승이 우위다. 삼성전자가 1% 가까이 오름세고 SK하이닉스 삼성생명은 2% 강세를 나타내고 있다. 현대차 한국전력 포스코 네이버 삼성물산 LG화학 KB금융 SK텔레콤 등도 모두 상승중이다.  다만 현대모비스 KT&G LG생활건강은 소폭 하락중이다."
"2017-08-13","이 남자가 손대는 공간마다 '핫 플레이스'로","quo;한 상권으로 되살아나는 과정을 지켜봤다. 그는 맛집 브랜드를 잘 모아 공간을 재창조하면 도시 재생으로까지 이어질 수 있다고 판단했다.  졸업 후 딜로이트 부동산 재무자문, AM플러스 상업시설개발·운영팀, 삼성물산 개발사업본부 등에서 경력을 쌓은 뒤 2014년 독립해 OTD를 창업했다. 서울 자양동 스타시티 빌딩 건물주로부터 ‘건물 3층의 800㎡(약 250평) 공간을 활성화해 달라’는 요청을 받고서다. “오락실이"
"2017-08-13","[분양 현장 포커스] 래미안 DMC 루센티아, 핫플레이스 가재울 뉴타운 마지막 물량","서울 서대문구 가재울뉴타운에서 다음달 마지막 아파트가 분양된다. 삼성물산이 가재울뉴타운 5구역(재개발)에 공급하는 ‘래미안 DMC 루센티아’다.  이 단지는 지하 4층~지상 25층 11개 동, 997가구 규모로 지어진다. 일반분양 물량은 조합원분을 제외한 513가구다. 전용면적별로는 59㎡ 52가구 84㎡ 441가구 114㎡ 20가구다. 실수요자들의 선호도가 높은 중소형 평면 중심 구성이다.  단지가 들어서는 가재울뉴타운은"
"2017-08-13","국정농단 2라운드… '학사비리'·'삼성합병' 2심 속속 시작","상고…박근혜·우병우 재판 1심 집중심리  '정유라 이대 학사비리', '삼성합병 압력' 사건 등의 항소심 공판이 속속 시작되면서 법원이 '국정농단 재판 2라운드'에 돌입했다. ... 관련 사건인 김경숙 전 신산업융합대학장, 류철균 교수, 이인성 교수의 2심 첫 공판도 이달과 다음 달에 열린다.  삼성물산-제일모직 합병에 부당 개입한 혐의로 1심에서 나란히 징역 2년 6개월을 선고받은 문형표 전 보건복지부 장관과 홍완선"
"2017-08-12","8·2대책 무풍지대 '부울경' 하반기 1만6000여가구 분양","80~113㎡의 아파트 2천936가구, 오피스텔 260실 등 총 3천196가구가 조성된다.  단지 인근에 부산지방법원, 부산지방검찰청 등 법조타운이 들어서며 명지나들목을 통해 남해고속도로와 대구~부산 간 고속도로 진입이 편리하다.  11월에는 삼성물산과 현대산업개발이 부산 동래구 온천동 855-2번지 일대에 온천2구역을 재개발한 '동래 래미안 아이파크'를 분양할 예정이다.  총 3천853가구의 대단지로 전용면적 59~114㎡의 2천484가구가 일반 분양분이다.  부산"
"2017-08-12","[유가증권 기업공시] (11일) 동부제철 등","동부제철=자회사인 동부베트남스틸의 베트남 선철공장 생산을 중단하고 매각 추진.  삼성물산=8291억원 규모 삼성전자 평택사업장 공사 수주.  SK증권=케이프인베스트먼트와 최대주주 지분매각 계약 체결."
"2017-08-11","[단독] 떠맡은 정부사업 차질에…3조5000억대 소송당한 공기업","법정에서 통상임금 범위를 두고 다투고 있다.  정부의 정책 강공이 이어지고 있어 공기업의 소송 리스크는 더 커질 전망이다. 탈원전을 앞세워 정부가 지난달 신고리 5·6호기 건설 중단을 발표하자 해당 원전을 건설 중인 삼성물산, 두산중공업, SK건설은 한수원에 보상을 요구하고 있다. 대형 로펌 관계자는 “원전 중단에 대한 피해 보상, 매몰 비용만 10조원에 달할 것이라는 추산이 나온다”고 말했다.  김주완 기자 kjwan@ha"
"2017-08-11","삼성물산 ""알제리, 나마 복합화력 프로젝트 2020년까지 연장""","삼성물산은 5억6300만달러 규모의 알제리, 나마 복합화력 프로젝트 관련해 계약종료일이 올해 8월19일에서 2020년2월4일로 연장됐다고 11일 공시했다.  이민하 한경닷컴 기자  minari@hankyung.com"
"2017-08-10","A급 대형 건설사들 회사채 시장 속속 '귀환'","것으로 분석된다. 주요 건설사들은 2013년부터 미분양 주택 물량이 쌓이고, 해양 플랜트 건설 등 해외 사업에서 부실이 발생하면서 실적이 악화됐다. 기관투자가들은 건설사 채권을 투자 기피 대상으로 올렸다. 이에 따라 현대건설 삼성물산 등 AA급 건설사 외에는 발행이 막혀 버렸다.  2015년 역대 최대 규모의 주택 분양이 이뤄지는 등 부동산 경기가 살아나고 해외사업 부실 정리가 어느 정도 마무리되면서 분위기가 바뀌었다. IB업계 관계자는 “주요 건설사의"
"2017-08-10","증시,  리스크에 또 '철렁'…외국인 이틀째 '팔자' 공세","전기가스업(0.62%), 운수창고(0.61%), 의료정밀(0.48%) 등은 1% 미만의 오름세를 기록했다.  시가총액 상위 종목은 등락이 엇갈렸다. 삼성전자(-0.82%)는 이틀째 하락, 230만원 아래로 내려왔다. SK하이닉스(0.31%)는 장중 소폭 반등에 성공, 강보합 마감했다.  현대차, 포스코, 네이버, 삼성물산 등은 1% 안팎의 내림세를 보였다. 한국전력, 신한지주, 현대모비스, LG화학 등은 상승했다.  정부의 건강보험 보장 강화 정책 발표에"
"2017-08-10","전열 정비 마친 검찰, '적폐 청산' 사정수사 포문 여나","있다는 관측이 나온다.  앞서 청와대는 박근혜 정부 민정·정무·정책조정수석실 등이 생산한 문건들을 무더기로 발견해 박영수 특별검사팀과 검찰 등에 사본을 넘긴 상태다.  공개한 내용에는 청와대가 2015년 삼성물산·제일모직의 합병에 도움을 주려 한 정황, 지난해 총선에서 보수단체를 동원한 정황, 세월호 참사 특별조사위원회의 활동 무력화를 시도한 정황, 민간 기업의 사회관계망서비스(SNS) 검색 방식의 '좌편향'을 수정하려"
"2017-08-10","코스피, 낙폭 키워 장중 2340선 아래로…리스크 점증","개인도 534억원 어치 주식을 처분하고 있다. 반면 기관이 2427억원 순매수중이다.  업종별로는 대부분이 내림세다. 보험, 증권, 통신, 은행 등이 1~3%대 급락세를 나타내고 있다.  시가총액 상위 종목도 거의 다 파란불이다. 삼성전자와 SK하이닉스가 1% 이상 떨어지고 있다.포스코 한국전력 삼성물산 KB금융 SK텔레콤 삼성생명 등도 빠지고 있다.  코스닥지수도 1% 이상 내림세다.  기관과 개인이 70억, 54억원 어치 주식을 순매도하는 반면 외국인이 162억원어치"
