"dates","titles","paragraphs"
"2020-02-03","이재용 부회장, 브라질에서 중남미 사업 점검","기술을 기반으로 글로벌 신시장 개척을 통해 전력 기기 공급을 확대해 나갈 계획”이라며 “고객의 작은 목소리에까지 귀를 기울이는 VOC 경영을 강화함으로써 글로벌 토털 솔루션 공급 업체로 도약할 것”이라고 말했다.   김준 SK이노베이션 총괄사장  - “배터리 사업 비중 확대…'게임 체인저' 될 것”  김준 SK이노베이션 총괄사장이 배터리와 소재 사업에 과감하게 투자하고 포트폴리오 비중도 확대하겠다고 밝혔다. 김 총괄사장은 1월 29일 SK이노베이션 사내 뉴스 채널을"
"2020-02-03","SK이노베이션, 에코프로비엠과 2.7조원 양극재 공급 계약","에코프로비엠, SK 물량 생산할 전용공장 포항에 짓기로  SK이노 """"배터리 투자 확대, 후방에까지 낙수효과""""  SK이노베이션이 국내 최대 배터리 양극재 생산업체인 에코프로비엠과 약 2조7천억원 규모의 양극재 중장기 공급 계약을 체결했다.  에코프로비엠은 SK이노베이션 물량을 맞추기 위해 전용 공장을 건설한다.  SK이노베이션과 에코프로비엠은 하이니켈계 NCM 양극 소재 중장기 공급 계약을 체결했다고 3일 밝혔다.  계약 기간은 이달"
"2020-02-03","에코프로비엠 수주공시 - 전기차 배터리용 하이니켈계 NCM 양극소재 중장기 공급계약 체결 2.74조","양극소재 중장기 공급계약 체결 2.74조 은 전기차 배터리용 하이니켈계 NCM 양극소재 중장기 공급계약 체결에 관한 단일판매ㆍ공급계약체결을 03일에 공시했다.  계약 상대방은 에스케이이노베이션이고, 계약금액은 2.74조 규모로 최근 에코프로비엠 매출액 5,891.9억원 대비 약 465.27% 수준이다. 이번 계약의 기간은 2020년 01월 01일 부터 2023년 12월 31일까지로 약 3년 11개월이다.  한편 이번"
"2020-02-03","무제한 주식카톡방, 완전 무료화 발표","초보자들도 고수들의 투자정보를 직접 확인하며 손쉽게 수익을 낼 수 있게 된다.   장세무관 완벽대응! 탑TV 주식카톡방 추천종목 받기 <클릭>  주식카톡방 서비스를 신청할 경우. 상승유망주와 매수가, 목표가 등 상세한 매매전략을 제공 받게되며 비중은 10% 내외로 담아볼 것을 권장한다.  -최근 핫이슈 종목  엘컴텍, 엔바이오니아, 화신테크, 키네마스터, 모베이스전자, 미래에셋생명, SK이노베이션, 지어소프트, 대림제지, 서전기전"
"2020-02-03","주식으로 5억 번 김밥할머니, 그 비결이 주식카톡방이라고?","봐도 한국TV 무료카톡방 서비스의 퀄리티가 어느 정도인지 짐작이 갈 것이다.   무료 추천주 수익률 확인! 마감임박! 지금 입장하기!   한국TV 무료카톡방은 평생 무료로 이용이 가능하나 인원이 꽉 차면 이용이 제한될 수 있다고 하니 주식으로 수익을 내고 싶다면 지금 바로 참여해 보는 것을 권한다.  핫이슈 종목  삼성전자, 웰크론, 모나리자, SK이노베이션, 한송네오텍, 디피씨, 모베이스전자, 고려제약, 서연, 엔바이오니아"
"2020-02-03","","3천855억원…전년보다 87.1% 급증   GS건설 작년 영업이익 7천659억원…전년 대비 28.1%↓   SK이노베이션 작년 영업익 1조2천693억원…전년보다 39.6% 감소   포스코, 작년 영업이익 3조8천689억원…전년보다 30.2% ... 29.8% 감소   대우건설 작년 영업이익 3천641억원…전년보다 42.1% 감소   LG디스플레이 작년 영업손실 1조3천594억원…적자 전환   SK하이닉스 작년 영업이익 2조7천127억원…전년 대비 87%↓  /연합뉴스"
"2020-02-02","제네시스 첫 전기차, SK배터리로 달린다","현대자동차 고급 브랜드 제네시스의 첫 전기자동차에 SK이노베이션의 배터리가 장착될 예정이다.  2일 배터리업계에 따르면 제네시스의 첫 번째 양산형 전기차에 SK이노베이션의 배터리가 들어간다. 제네시스 전기차 모델은 주력 대형 세단 G80를 기반으로 설계될 가능성이 높다는 게 자동차업계의 관측이다. 이르면 내년 출시될 예정이다.  배터리업계에서는 현대차그룹의 기술이 집약된 제네시스 브랜드의 첫 전기차에 어느 회사 제품이 들어가느냐가"
"2020-02-02","'어닝쇼크' 속출…절반 가량이 영업이익 예상치 10% 이상 밑돌아","등으로 일회성 비용 약 500억원이 더해지면서 적자 폭이 커졌다.  LG상사도 컨센서스,"
"2020-02-02","현대차 베이징·SK 창저우 공장, 가동 또 연기…부품난에 도 '비명'","춘제 연휴 기간을 오는 9일까지 연장했다. 현지 한국 기업들도 공장 가동 중단이 길어지고 있다. 삼성전자 시안과 SK하이닉스의 우시 반도체 공장, SK종합화학의 우한 정유화학공장 등은 최소 인력으로 운영하고 있지만 대부분 현지 공장이 ... 가전업체들의 배송·판매에 큰 문제가 발생할 가능성이 있다”고 말했다.  현대자동차 베이징 공장과 SK이노베이션 창저우 배터리 공장 등도 중국 정부의 춘제 연휴 연장 지침에 따라 9일까지 공장 가동을 중단하기로 했다.  중소기업도"
"2020-02-02","'신종코로나'에 중국 부품소재 수급 비상…""""장기화 땐 위험""""","중국 공장 가동중단 확산…삼성·LG·SK 등 중국 공급망 긴급점검  차 업계, 국내 생산에 차질…현대차도 조만간 일부 차종 중단 불가피  업계팀 = 신종 코로나바이러스 감염증 배터리 조립공장도 오는 9일까지 생산라인 정지한다.  다만 회사 관계자는 """"본격 납품은 하반기부터여서"
"2020-02-02","'신종코로나' 확산에 공장가동 늦춘다…부품소재 수급 '비상'","삼성·LG·SK 기업들, 중국 공급망 긴급점검…""""장기화땐 위험""""  업계팀 = 신종 코로나바이러스 감염증 배터리 조립공장도 오는 9일까지 생산라인 정지한다.  다만 회사 관계자는 """"본격 납품은 하반기부터여서"
"2020-01-31","31일, 거래소 외국인 순매도상위에 전기,전자 업종 4종목","외국인 투자자는 31일 거래소에서 삼성전자, 삼성전자우, SK하이닉스 등을 중점적으로 매도한 것으로 나타났다.  외국인 투자자의 순매도 상위 20개 종목은 삼성전자, 삼성전자우, SK하이닉스, POSCO, 아모레퍼시픽, NAVER, SK, 현대위아, LG전자, SK이노베이션등이다.  이중에 전기,전자 업종에 속한 종목이 4개 포함되어 있다.  SK이노베이션, S-Oil 등은 전일 대비 주가가 상승했고, 삼성전자, 삼성전자우, SK하이닉스 등은 주가가"
"2020-01-31","31일, 기관 거래소에서 삼성전자 등 순매수","기관 투자자는 31일 거래소에서 삼성전자, SK하이닉스, NAVER 등을 중점적으로 사들인 것으로 나타났다.  기관 투자자의 순매수 상위 20개 종목은 삼성전자, SK하이닉스, NAVER, SK이노베이션, S-Oil, SK, 삼성전자우, 카카오, POSCO, 삼성화재등이다.  이중에 서비스업 업종에 속한 종목이 4개 포함되어 있다.  SK이노베이션, S-Oil, 삼성화재 등은 전일 대비 주가가 상승했고, 삼성전자, SK하이닉스, NAVER 등은 주가가"
"2020-01-31","SK이노 작년 영업익 40% 감소…4분기 흑자전환 성공","불황 속 영업익 1조원 지켜…배터리 적자 소폭 개선  투자 확대로 배터리 손실 올해 확대…신종 코로나 영향 우려  SK이노베이션은 연결 기준 작년 한 해 영업이익이 1조2천693억원으로 전년보다 39.6% 감소한 것으로 잠정 집계됐다고 31일 ... 전반에 영향을 미칠 것으로 내다보면서 사태 확산에 대한 우려를 표했다.  신종 코로나 발원지인 중국 우한에 있는 SK종합화학 공장은 현재 인력을 최소화한 채 정상 가동하고 있다.  회사 측은 """"신종 코로나 관련 영향을 예의주시하고"
"2020-01-31","기업들, '신종코로나 악재' 우려…""""수요 위축 불가피""""","보이고 휴무 이후 자동차 등 생산계획이 수립되면 장기적으로는 반등할 수 있어서 크게 걱정은 안 한다""""고 덧붙였다.  SK이노베이션은 컨퍼런스콜에서 """"과거 사스 등의 전례를 볼 때 ... 변수는 수요와 공급의 양쪽에 불확실성이 있지만, 수요보다는 공급의 변화 가능성이 훨씬 더 클 것""""이라고 설명했다.  SK하이닉스는 현재까지는 신종코로나에 따른 중국 소재 사업장의 조업은 문제가 없다면서도 """"2월9일까지 예정된 춘제 휴무가"
"2020-01-31","SK이노베이션, 5785억 규모 자사주 매입","SK이노베이션이 주가 부양을 위해 5785억원 규모의 자기주식 매입을 진행하기로 했다.  31일 SK이노베이션은 자사주 462만8000주를 장내 매입하겠다고 공시했다. “주가 안정을 통한 주주가치 제고 차원”이라는 게 회사 측 설명이다. 이날 유가증권시장에서 SK이노베이션은 5000원 오른 13만원에 거래를 마쳤다.  자사주 매입 규모는 전체 발행 주식 수의 5% 수준이다. 매입 기간은 2월 3일부터 5월 2일까지다."
"2020-01-31","SK이노 작년 영업익 40% 감소…4분기에 흑자전환 성공","연간 영업익 1조2천692억원…주력 사업 불황 속 1조원 지켜  집중 육성 배터리 사업 적자 개선…배당·자사주 취득  SK이노베이션은 연결 기준 작년 한 해 영업이익이 1조2천693억원으로 전년보다 39.6% 감소한 것으로 잠정 집계됐다고 31일 공시했다.  매출은 49조8천765억원으로 전년 대비 8% 감소했다.  순이익은 658억원으로 96.1% 줄었다.  석유화학 업황 불황 등 사업 환경 악화로 실적이 전반적으로 나빠졌지만, 영업이익 1조원대를"
"2020-01-31","SK이노베이션 작년 영업익 1조2천693억원…전년보다 39.6% 감소","SK이노베이션은 연결 기준 작년 한 해 영업이익이 1조2천693억원으로 전년보다 39.6% 감소한 것으로 잠정 집계됐다고 31일 공시했다.  매출은 49조8천765억원으로 전년 대비 8% 감소했다.  순이익은 658억원으로 96.1% 줄었다.  4분기 영업이익은 1천224억원으로 전년동기와 비교해 흑자로 전환했다.  이 분기 매출과 순손실은 각각 11조7천884억원과 4천800억원이었다.  4분기 영업이익은 연합인포맥스가"
"2020-01-31","SK이노베이션, 작년 4Q 매출액 11조5518억","작년 4Q 매출액 11조5518억 대비 77.2% 수준"
"2020-01-31","'SK이노베이션' 5% 이상 상승, 주가 5일 이평선 상회, 단기·중기 이평선 역배열","이평선 역배열  일봉 차트의 모습은 단기와 중기 모두 역배열 구간에서 하락 추세를 이어오다가 반등하는 모습이다.  최근 이 종목의 차트에서 주가 5MA 상향돌파, 최근 5일 매물대 돌파 등의 특이사항이 발생했다.  SK이노베이션 차트 분석   Valuation  - 전일 종가 기준 PER 14.1배, PBR 0.6배  전일 종가를 기준으로 이 종목의 PER는 14.1배, PBR은 0.6배이다. PER는 화학업종의 평균 PER -11.5배 대비 +25.6배"
"2020-01-30","30일, 외국인 거래소에서 삼성전자 등 순매도","외국인 투자자는 30일 거래소에서 삼성전자, SK하이닉스, NAVER 등을 중점적으로 매도한 것으로 나타났다.  외국인 투자자의 순매도 상위 20개 종목은 삼성전자, SK하이닉스, NAVER, SK, 삼성전기, 삼성전자우, 셀트리온, 현대모비스, SK이노베이션, 아모레퍼시픽등이다.  이중에 전기,전자 업종에 속한 종목이 5개 포함되어 있다.  SK, 삼성에스디에스 등은 전일 대비 주가가 상승했고, 삼성전자, SK하이닉스, 삼성전기 등은 주가가 하락했다."
"2020-01-30","30일, 거래소 기관 순매수상위에 서비스업 업종 3종목","기관 투자자는 30일 거래소에서 KODEX 200선물인버스2X, SK, NAVER 등을 중점적으로 사들인 것으로 나타났다.  기관 투자자의 순매수 상위 20개 종목은 KODEX 200선물인버스2X, SK, NAVER, KODEX 인버스, LG이노텍, 삼성에스디에스, KODEX 코스닥150선물인버스, 카카오, SK이노베이션, 메리츠종금증권등이다.  이중에 서비스업 업종에 속한 종목이 4개 포함되어 있다.  KODEX 200선물인버스2X, SK, KODEX"
"2020-01-30","대형 SUV 효율이 놀라워, BMW X5 x드라이브 45e","정도다. BMW가 추구하는 친환경차는 누구나 쉽게 접하고 운전할 수 있는 차다. 그 중심에는 X5 45e가 있고 앞으로 친환경 SUV 시장에서 어떤 역할을 보여줄지 기대된다. PHEV SUV는 올 상반기 국내 공식 출시된다.  김성환 기자  swkim@autotimes.co.kr   SK이노베이션, """"고객 행복에서 지속가능성 찾겠다""""   쌍용차, 2020 화천 산천어축제 후원   현대위아, 유럽·북미에서 7,021억원 규모 등속조인트 수주"
"2020-01-30","테슬라 실적 호조에 전기차 관련주 강세","업체인 삼성SDI도 함께 올랐다.  AP통신 등 외신에 따르면 테슬라는 지난해 4분기 1억500만달러의 순이익을 내면서 2분기 연속 순이익을 달성했다.  작년 4분기 매출액은 73억8천만달러로 시장 기대치인 69억9천만달러를 초과했다."
"2020-01-30","""""자연어 음성인식이 콜택시 존재감 키워""""","구축해 나갈 것이다""""라고 포부를 밝혔다.  한편, 티원모빌리티는 전국 4개 택시단체가 주주로 참여한 모빌리티 전문업체로 지자체 및 전화 콜센터 위탁 운영 사업을 진행 중이다.  오아름 기자  or@autotimes.co.kr   벤츠. """"고성능 AMG도 PHEV 늘릴 것""""   금호타이어, 아우디 Q5에 OE 타이어 공급   현대위아, 유럽·북미에서 7,021억원 규모 등속조인트 수주   SK이노베이션, """"고객 행복에서 지속가능성 찾겠다"""""
"2020-01-29","29일, 거래소 외국인 순매도상위에 화학 업종 6종목","외국인 투자자는 29일 거래소에서 호텔신라, LG전자, SK이노베이션 등을 중점적으로 매도한 것으로 나타났다.  외국인 투자자의 순매도 상위 20개 종목은 호텔신라, LG전자, SK이노베이션, 포스코케미칼, 아모레퍼시픽, SK, 현대위아, LG화학, 한국콜마, KODEX 200등이다.  이중에 화학 업종에 속한 종목이 6개 포함되어 있다.  호텔신라, LG전자, 아모레퍼시픽 등은 전일 대비 주가가 상승했고, 포스코케미칼, 현대위아, LG화학 등은"
"2020-01-29","최악의 정제마진…정유 '바닥'은 언제?","매수에 나서야 할 때”라는 의견이 맞서고 있다.  회복 조짐 안 보이는 정제마진  29일 유가증권시장에서 SK이노베이션은 12만5000원에 거래를 마쳤다. 올 들어서만 16.66% 떨어졌다. 같은 기간 에쓰오일과 GS도 각각 18.99%, ... 쪼그라들었다.  에쓰오일의 올해 영업이익 컨센서스도 1조5623억원에서 1조3186억원으로 15.5% 낮아졌다. 손지우 SK증권 연구원은 “정제마진 흐름을 보면 1분기 실적도 지난해 4분기보다 나아지기 어렵다”며"
"2020-01-29","SK이노 """"배터리 투자 늘려 e모빌리티 주도""""","김준 SK이노베이션 총괄사장 사업 생태계에서 중추적인 역할을 하겠다”고 29일 말했다.  김 사장은 이날 사내 뉴스채널과의 인터뷰에서 “전기 이동수단인 e모빌리티가 확장하는 추세 속에서 SK이노베이션이 배터리, 초경량 소재, 윤활유, 디스플레이 소재 등 관련 모든 분야에서 최고의 방안을 갖고 있고 관계사들과의 시너지도 강점”이라며 이같이 강조했다.  김"
"2020-01-29","SK이노베이션, """"고객 행복에서 지속가능성 찾겠다""""","국제 행사에 대한 소회와 전략을 29일 밝혔다. 다보스포럼, CES에서 느낀 회사의 방향성과 새 회사 슬로건 'SK 인사이드'에 담긴 의미를 인터뷰를 통해 공개한 것. 이를 바탕으로 녹록치 않은 경영 환경 속에서 새로운 기회를 만들어 ... 통해서 우리가 가려고 하는 방향을 재점검 하고 실행력을 키울 것이다""""  -이번 CES에서 보여준 회사 슬로건 'SK 인사이드'의 의미는?  """"SK이노베이션은 기존의 B2B 형태의 비즈니스 모델을 B2B2C 형태로 바꾸고 있다. 최종"
"2020-01-29","SK이노 김준 """"배터리 투자 확대…일부 자회사 사명 변경 검토""""","""""배터리 전 과정 밸류체인 플랫폼화로 새 먹거리 발굴""""  SK이노베이션 김준 총괄사장은 배터리 생산에서 재활용에 이르기까지 밸류체인의 영역에서"
"2020-01-28","유럽 PHEV의 정석, BMW 530e","세단 시장에 불을 지필 차로 충분하다. 마땅한 라이벌이 없어 시장을 독주했던 렉서스 ES300h부터 본격적인 경쟁을 시작한 벤츠 E300e까지 바짝 긴장해야 할 듯하다. 승자를 가리기 힘든 치열한 싸움이 벌어질 날이 머지않아 보인다.  김성환 기자  swkim@autotimes.co.kr   현대차, 방탄소년단과 함께 수소캠페인 시작   SK이노베이션, 바스 위해 글로벌 동참   """"자율주행과 공유 서비스도 벤틀리 방식으로"""""
"2020-01-27","포스코케미칼, 전기차 배터리 양극재 생산 4배 늘린다","생산량은 3년 만에 네 배로 증가한다. 연간 전기차 75만 대에 공급할 수 있는 분량이다.  포스코케미칼이 이처럼 공격적인 투자에 나선 것은 고객사들의 주문이 밀려들고 있기 때문이다. 전기차 시장이 빠르게 성장하면서 LG화학, SK이노베이션, 삼성SDI 등 국내 완제품 배터리 3사는 안정적인 원재료를 확보하기 위해 물밑 경쟁을 벌이고 있다.  양극재는 음극재, 분리막, 전해액 등과 함께 2차전지 4대 핵심 소재로 꼽힌다.  포스코케미칼은 지난 21일 LG화학에 2020년부터"
"2020-01-27","SK이노 """"배터리 산업 친환경 생태계 조성""""","김준 SK이노베이션 총괄사장은 27일 “글로벌 배터리산업의 지속가능한 가치 사슬을 만들기 위해 10가지 원칙을 세우고 이를 존중하고 지원하겠다”고 밝혔다.  김 사장은 SK이노베이션이 지난해 가입한 ... 증대 질 높은 일자리 창출 아동·강제 노동금지 지역밸류 창출 등이다.  김 사장은 “SK그룹의 사회적 가치 평가에 따르면 배터리 사업이 저탄소 중심의 성장을 주도하는 것으로 입증돼 SK가 배터리 사업을"
"2020-01-27","SK도 전기차를 만들까","곳이라면 전기 동력 기반의 이동 수단 제조 쪽으로 기울어지기 마련이고, 그 중의 하나가 바로 배터리다.  그래서 SK의 행보를 눈여겨보는 이가 많다. 2020 CES 현장에서 이미 '모빌리티'를 들고 나온 점도 미래에 이동 수단 제조를 ... 막는 것도 모빌리티 사업 가운데 하나인 만큼 배터리를 만드는 곳이라고 이동 수단 제조에 나서지 않을 이유도 없다. SK이노베이션이 내놓은 바스 개념도 결국은 이동 수단에 필요한 배터리 제공이 핵심이니 말이다. 다시 말해 배터리 중심의"
"2020-01-27","쉐보레 스파크, 36개월을 경험하다-④사고기","상황이었다. 역시나 커버 내의 고정 클립 부분이 약간 휘어져 있었다. 커버는 직접 재조립하였고, 타이어 공기압 센서 경고등은 마포의 한국쉐보레 경정비센터에서 재수리했다. 서비스는 전반적으로 만족스러웠지만 마지막 디테일이 조금 떨어져 씁쓸했다.  박재용 위해 글로벌 동참   현대차, 2020 WRC 개막전 우승 '경사났네'   """"자율주행과 공유 서비스도 벤틀리 방식으로"""""
"2020-01-27","SK이노베이션, 바스 위해 글로벌 동참","아동/강제노동 금지, 지역밸류 창출 등이다. 그간 배터리 기반의 전동화 시대에 걸림돌로 지적돼왔던 점을 개선, 지속 가능한 배터리 사회로 가자는 방안이다.  그러자 관련 기업의 걸음도 빨라지고 있다. 국내 기업으로 GBA에 참여 중인 SK이노베이션은 10대 원칙을 충실히 지원하겠다는 입장을 나타냈다. GBA의 전략이 SK이노베이션의 가치 전략과 부합해서다. 이 회사 김준 사장은 GBA 발표자료를 통해 """"GBA가 2030년까지 글로벌 배터리 산업의 지속 가능한 밸류 체인을"
"2020-01-27","SK이노베이션, 글로벌 배터리산업 지속가능 생태계 조성에 참여","SK이노베이션은 27일 자사가 가입한 세계배터리동맹이 '지속가능한 배터리 가치사슬 구축을 위한 10대 원칙'을 발표했다고 밝혔다.  GBA는 스위스 다보스에서 열리는 세계... 산업의 지속가능한 가치사슬을 만들기 위한 지향점과 10가지 원칙을 존중한다""""며 """"이 같은 비전과 시간적인 목표가 SK이노베이션이 친환경 사업을 육성하려는 '그린 밸런스 2030'에 정확히 일치한다""""고 말했다.  이어 김 사장은 """"SK그룹 차원으로"
"2020-01-26","'우한 폐렴' 확산에 국내 기업들 '비상'…""""중국 출장 자제""""","SK종합화학·포스코 등 우한 출장 '금지령'…출장예정 직원들 불안감 호소  4대 주요은행 우한 영업점 없으나 현지 상황 예의주시  '우한 폐렴'으로 불리는 신종 코로나바이러스 ... 내렸다.  현지 임직원들에게도 마스크와 응급 키트를 제공하고 단체 조회 활동 금지와 식당 폐쇄 조치를 취했다.  SK이노베이션 관계자는 """"우한 이외의 중국 지역으로 출장을 갈 상황이 생겨도 상황 판단을 거쳐 출장을 최소화하고 있다""""고"
"2020-01-26","'우한 폐렴' 확산에 국내 기업들 '비상'…""""중국 출장 자제""""","SK종합화학·포스코 등 우한 출장 '금지령'…출장예정 직원들 불안감 호소  '우한 폐렴'으로 불리는 신종 코로나바이러스 확진자가 2천명에 육박하는 가운데 국내 기업들도 비상 ... 내렸다.  현지 임직원들에게도 마스크와 응급 키트를 제공하고 단체 조회 활동 금지와 식당 폐쇄 조치를 취했다.  SK이노베이션 관계자는 """"우한 이외의 중국 지역으로 출장을 갈 상황이 생겨도 상황 판단을 거쳐 출장을 최소화하고 있다""""고"
"2020-01-26","정유사 작년 4분기 실적 기대치 밑돌듯…""""IMO 효과도 아직""""","내주부터 실적 발표…'마이너스' 정제마진 여파  국내 정유사가 작년 4분기 최악의 정제마진을 겪으며 기대에 못 미치는 성적표를 내놓을 것이란 전망이 나온다.  26일 업계에 따르면 SK이노베이션과 에쓰오일은 이달 말, GS칼텍스와 현대오일뱅크는 내달 초 4분기 실적을 발표한다.  증권가에서는 정유 4사 모두 전분기 대비 부진한 실적을 기록할 것이라는 전망에 무게를 싣는다.  이중 SK이노베이션과 에쓰오일의 정유 사업은 적자로 돌아설 것이란 관측까지"
"2020-01-25","투자대안으로 떠오른 '2차전지 ETF'","'에프앤가이드 2차전지 산업지수'를 기초지수로 하고 있다. 국내 대표 2차전지 업체인 삼성SDI, LG화학, SK이노베이션의 비중이 48.4%에 달하는 등 대형주 자산이 큰 편이다. TIGER 2차전지테마는 '와이즈 2차전지 테마지수'를 ... 비교해볼 만 하다. KODEX 2차전지산업은 포스코, 삼화콘덴서, 상아프론테크 등 구성종목을 담고 있다. TIGER 2차전지테마는 SK, 에코프로비엠, 파워로직스 등 종목이 있다.  김동현 기자 3code@hankyung.com"
"2020-01-24","설 연휴도 쉴틈 없는 취준생…대기업 채용은 '마감임박'","현대차·SK이노베이션 등…건설업계 경력 채용도 활발  24일 설 연휴가 시작됐지만 취업준비생들은 쉴 틈이 없다.  새해를 맞아 대기업 채용 시장이 활발해졌기 때문이다.  취업포털 인크루트에 따르면 먼저 지난해 수시 채용을 공식화한 현대자동차그룹이 연휴 기간 신입사원을 채용한다.  현대차는 오는 27일까지 HR 기획 및 인력 운영, 내달 2일까지  연구개발 신입사원을 모집한다."
"2020-01-23","최태원 SK 회장, 다보스포럼서 사회적가치 추구 성과 공유","가치 제대로 측정해 이해관계자 공익 극대화하자""""  '아시아시대 이해관계자 자본주의' 주제 세션 패널  최태원 SK 회장이 다보스포럼에서 사회적 가치 추구 성과를 공유하고, 사회적 가치를 제대로 측정해 이해관계자들의 공익을 극대화하자고 ... SK는 다보스 시내에도 별도 홍보 라운지를 처음 개설하고 사회적 가치 추구활동을 전시했다.  다보스포럼에는 최재원 SK수석부회장, 김준 SK이노베이션 총괄사장, 박정호 SK텔레콤 사장, 이형희 SK수펙스추구협의회 SV위원장, 이석희"
"2020-01-23","최태원, 다보스포럼 공식 초청…사회적가치 추구 성과 공유","이해관계자 공익 극대화하자""""  '아시아시대 이해관계자 자본주의' 주제 세션 패널  최태원 SK 회장이 다보스포럼에서 사회적 가치 추구 성과를 공유하고, 사회적가치를 제대로 측정해 이해관계자들의 공익을 극대화하자고 ... SK는 다보스 시내에도 별도 홍보 라운지를 처음 개설하고 사회적 가치 추구활동을 전시했다.  다보스포럼에는 최재원 SK수석부회장, 김준 SK이노베이션 총괄사장, 박정호 SK텔레콤 사장, 이형희 SK수펙스추구협의회 SV위원장, 이석희"
"2020-01-23","'100조원 클럽'의 탄생","해외시장을 적극적으로 공략한 덕분이라고 분석하고 있다. 지난해 판매량이 3.6% 줄었지만 단가가 높은 대형 SUV도 ‘100조원 클럽’에 2018년 가입했다. 다만 삼성전자와 현대차가 제조업 단일기업인 데 비해 SK이노베이션 등 종속회사를 거느린 지주회사라는 차이가 있다. 이들은 모두 경제상황이 좋지 않은 상태에서 놀라운 실적을 거뒀다. 삼성전자는 2008년 금융위기 때 7000억원의"
"2020-01-23","한현숙 씨 별세","트윈스 단장 모친상=23일 건국대병원 발인 25일 오전 7시 02-2030-7900  허경발  순천향대서울병원장 별세, 경열 순천향대서울병원 외과 교수 부친상=22일 순천향대서울병원 발인 24일 오전 5시 30분 02-792-1634  황재성씨 별세, 준오 원이사장·난수·현주씨 부친상, 유한진  SK이노베이션 기업문화본부장·차문성씨 장인상=22일 원주의료원 발인 24일 오전 10시 033-760-4644"
"2020-01-21","21일, 거래소 외국인 순매도상위에 화학 업종 6종목","외국인 투자자는 21일 거래소에서 삼성전자, 삼성전자우, LG화학 등을 중점적으로 매도한 것으로 나타났다.  외국인 투자자의 순매도 상위 20개 종목은 삼성전자, 삼성전자우, LG화학, 신한지주, 현대차, SK이노베이션, LG생활건강, 호텔신라, 아모레퍼시픽, KB금융등이다.  이중에 화학 업종에 속한 종목이 6개 포함되어 있다.  신한지주, 엔씨소프트 등은 전일 대비 주가가 상승했고, 삼성전자, 삼성전자우, LG화학 등은 주가가 하락했다."
"2020-01-21","21일, 거래소 기관 순매수상위에 화학 업종 3종목","기관 투자자는 21일 거래소에서 신한지주, LG화학, SK이노베이션 등을 중점적으로 사들인 것으로 나타났다.  기관 투자자의 순매수 상위 20개 종목은 신한지주, LG화학, SK이노베이션, KB금융, KODEX 인버스, POSCO, 우리금융지주, 현대차, 삼성에스디에스, LG유플러스등이다.  이중에 화학 업종에 속한 종목이 6개 포함되어 있다.  신한지주, KODEX 인버스, LG유플러스 등은 전일 대비 주가가 상승했고, LG화학, SK이노베이션,"
"2020-01-21","SK이노베이션, 친환경 파력발전 벤처 인진에 25억원 투자","SK이노베이션은 21일 연안 파력발전기술 개발과 상용화를 추진하고 있는 소셜벤처 ㈜인진에 25억원을 투자했다고 밝혔다.  SK이노베이션 관계자는 """"이번 투자는 그린밸런스 추진과 DBL 실천 의지에서 비롯됐다""""고 설명했다.  회사에 따르면 인진은 파력발전 업계 1%만이 달성한 상용화 근접 단계의 기술을 보유하고 있으며 연내 상용화를 추진하고 있다.  이번 투자로 인진은 자금력을 확보해 현재 추진 중인 글로벌"
"2020-01-20","20일, 거래소 외국인 순매도상위에 화학 업종 3종목","것으로 나타났다.  외국인 투자자의 순매도 상위 20개 종목은 아모레퍼시픽, NAVER, 삼성전자, 삼성전자우, LG유플러스, SK, SK이노베이션, 롯데지주, 현대차, 코스맥스등이다.  이중에 화학 업종에 속한 종목이 3개 포함되어 있다.  삼성전자, 삼성전자우, LG유플러스 등은 전일 대비 주가가 상승했고, 아모레퍼시픽, NAVER, SK 등은 주가가 하락했다.  거래소 외국인 순매도 상위 종목  한경로보뉴스  이 기사는 한국경제신문과 금융"
"2020-01-20","SK그룹 """"행복경영이 SK 미래""""…근무시간 10%는 직원 자기계발 시간으로","지난 15일 서울 광장동 워커힐호텔에선 올 들어 두 번째 SK그룹의 신년회가 열렸다. 형식은 ‘신입사원 회장과의 대화’였다. 2일엔 그룹의 인사들이 패널 토론을 벌인 공식 신년회가 열렸다.  2일에 이어 이날도 ... ‘행복’을 주제로 토론한 뒤 최 회장이 토론 내용을 정리하는 방식으로 진행했다. 신년회의 사회는 조대식 SK수펙스추구협의회 의장, 패널로는 김준 SK이노베이션 사장, 박정호 SK텔레콤 사장, 이석희 SK하이닉스 사장, 김철"
"2020-01-20","증권가가 충격에 빠진 “무료 주식카톡방”","주식카톡방의 수익률 행진이 뜨겁다.  오픈이후 화려한 수익을 보여주던 주식카톡방이 최근 2일간 티움바이오 42%, sk바이오랜드 19%, 삼본전자 11% 수익 등 또다시 놀라운 수익률을 보여준 것이다.  게다가 탑TV는 이러한 수익의 ... 왔던 탑TV, 카톡방에서의 추천주도 많은 투자자들이 관심을 갖는 이유이다.  최근 핫이슈 종목  셀리버리, 제일바이오, 센트랄모텍, 동양네트웍스, 남선알미늄, 안랩, 젬백스, 셀트리온헬스케어, 파루, SK이노베이션"
